TIME_INTERVAL,REGION,RESOURCE_NAME,SO_MW_INSTRUCTION,CATEGORY,MO_REMARKS
08/01/2026 8:05,CVIS,05EAUC_U02,10.5,REAL POWER BALANCING,SO INSTRUCTION
08/01/2026 8:10,CVIS,05EAUC_U02,10.5,REAL POWER BALANCING,SO INSTRUCTION
08/01/2026 8:15,CVIS,05EAUC_U02,10.5,REAL POWER BALANCING,SO INSTRUCTION
08/01/2026 8:20,CVIS,05EAUC_U02,10.5,REAL POWER BALANCING,SO INSTRUCTION
08/01/2026 8:25,CVIS,05EAUC_U02,10.5,REAL POWER BALANCING,SO INSTRUCTION
08/01/2026 8:30,CVIS,05EAUC_U02,10.5,REAL POWER BALANCING,SO INSTRUCTION
08/01/2026 8:35,CVIS,05EAUC_U02,0,REAL POWER BALANCING,SO INSTRUCTION
08/02/2026 7:55,CMIN,09WMPC_U02,10,THERMAL LIMITS,SO INSTRUCTION
08/02/2026 8:00,CMIN,09WMPC_U02,10,THERMAL LIMITS,SO INSTRUCTION
08/02/2026 8:05,CMIN,09WMPC_U02,10,THERMAL LIMITS,SO INSTRUCTION
08/02/2026 8:10,CMIN,09WMPC_U02,10,THERMAL LIMITS,SO INSTRUCTION
08/02/2026 8:15,CMIN,09WMPC_U02,10,THERMAL LIMITS,SO INSTRUCTION
08/02/2026 8:20,CMIN,09WMPC_U02,10,THERMAL LIMITS,SO INSTRUCTION
08/02/2026 8:25,CMIN,09WMPC_U02,10,THERMAL LIMITS,SO INSTRUCTION
08/02/2026 8:30,CMIN,09WMPC_U02,10,THERMAL LIMITS,SO INSTRUCTION
08/02/2026 8:35,CMIN,09WMPC_U02,10,THERMAL LIMITS,SO INSTRUCTION
08/02/2026 8:40,CMIN,09WMPC_U02,10,THERMAL LIMITS,SO INSTRUCTION
08/02/2026 8:45,CMIN,09WMPC_U02,10,THERMAL LIMITS,SO INSTRUCTION
08/02/2026 8:50,CMIN,09WMPC_U02,10,THERMAL LIMITS,SO INSTRUCTION
08/02/2026 8:55,CMIN,09WMPC_U02,10,THERMAL LIMITS,SO INSTRUCTION
08/02/2026 9:00,CMIN,09WMPC_U02,10,THERMAL LIMITS,SO INSTRUCTION
08/02/2026 9:05,CMIN,09WMPC_U02,10,THERMAL LIMITS,SO INSTRUCTION
08/02/2026 9:10,CMIN,09WMPC_U02,10,THERMAL LIMITS,SO INSTRUCTION
08/02/2026 9:15,CMIN,09WMPC_U02,10,THERMAL LIMITS,SO INSTRUCTION
08/02/2026 9:20,CMIN,09WMPC_U02,10,THERMAL LIMITS,SO INSTRUCTION
08/02/2026 9:25,CMIN,09WMPC_U02,10,THERMAL LIMITS,SO INSTRUCTION
08/02/2026 9:30,CMIN,09WMPC_U02,10,THERMAL LIMITS,SO INSTRUCTION
08/02/2026 9:35,CMIN,09WMPC_U02,10,THERMAL LIMITS,SO INSTRUCTION
08/02/2026 9:40,CMIN,09WMPC_U02,10,THERMAL LIMITS,SO INSTRUCTION
08/02/2026 9:45,CMIN,09WMPC_U02,10,THERMAL LIMITS,SO INSTRUCTION
08/02/2026 9:50,CMIN,09WMPC_U02,10,THERMAL LIMITS,SO INSTRUCTION
08/02/2026 9:55,CMIN,09WMPC_U02,10,THERMAL LIMITS,SO INSTRUCTION
08/02/2026 10:00,CMIN,09WMPC_U02,10,THERMAL LIMITS,SO INSTRUCTION
08/02/2026 10:05,CMIN,09WMPC_U02,10,THERMAL LIMITS,SO INSTRUCTION
08/02/2026 10:10,CMIN,09WMPC_U02,10,THERMAL LIMITS,SO INSTRUCTION
08/02/2026 10:15,CMIN,09WMPC_U02,10,THERMAL LIMITS,SO INSTRUCTION
08/02/2026 10:20,CMIN,09WMPC_U02,10,THERMAL LIMITS,SO INSTRUCTION
08/02/2026 10:25,CMIN,09WMPC_U02,10,THERMAL LIMITS,SO INSTRUCTION
08/02/2026 10:30,CMIN,09WMPC_U02,10,THERMAL LIMITS,SO INSTRUCTION
08/02/2026 10:35,CMIN,09WMPC_U02,10,THERMAL LIMITS,SO INSTRUCTION
08/02/2026 10:40,CMIN,09WMPC_U02,10,THERMAL LIMITS,SO INSTRUCTION
08/02/2026 10:45,CMIN,09WMPC_U02,10,THERMAL LIMITS,SO INSTRUCTION
08/02/2026 10:50,CMIN,09WMPC_U02,10,THERMAL LIMITS,SO INSTRUCTION
08/02/2026 10:55,CMIN,09WMPC_U02,10,THERMAL LIMITS,SO INSTRUCTION
08/02/2026 11:00,CMIN,09WMPC_U02,10,THERMAL LIMITS,SO INSTRUCTION
08/02/2026 11:05,CMIN,09WMPC_U02,10,THERMAL LIMITS,SO INSTRUCTION
08/02/2026 11:10,CMIN,09WMPC_U02,10,THERMAL LIMITS,SO INSTRUCTION
08/02/2026 11:15,CMIN,09WMPC_U02,10,THERMAL LIMITS,SO INSTRUCTION
08/02/2026 11:20,CMIN,09WMPC_U02,10,THERMAL LIMITS,SO INSTRUCTION
08/02/2026 11:25,CMIN,09WMPC_U02,10,THERMAL LIMITS,SO INSTRUCTION
08/02/2026 11:30,CMIN,09WMPC_U02,10,THERMAL LIMITS,SO INSTRUCTION
08/02/2026 11:35,CMIN,09WMPC_U02,10,THERMAL LIMITS,SO INSTRUCTION
08/02/2026 11:40,CMIN,09WMPC_U02,10,THERMAL LIMITS,SO INSTRUCTION
08/02/2026 11:45,CMIN,09WMPC_U02,10,THERMAL LIMITS,SO INSTRUCTION
08/02/2026 11:50,CMIN,09WMPC_U02,10,THERMAL LIMITS,SO INSTRUCTION
08/02/2026 11:55,CMIN,09WMPC_U02,10,THERMAL LIMITS,SO INSTRUCTION
08/02/2026 12:00,CMIN,09WMPC_U02,10,THERMAL LIMITS,SO INSTRUCTION
08/02/2026 12:05,CMIN,09WMPC_U02,10,THERMAL LIMITS,SO INSTRUCTION
08/02/2026 12:10,CMIN,09WMPC_U02,10,THERMAL LIMITS,SO INSTRUCTION
08/02/2026 12:15,CMIN,09WMPC_U02,10,THERMAL LIMITS,SO INSTRUCTION
08/02/2026 12:20,CMIN,09WMPC_U02,10,THERMAL LIMITS,SO INSTRUCTION
08/02/2026 12:25,CMIN,09WMPC_U02,10,THERMAL LIMITS,SO INSTRUCTION
08/02/2026 12:30,CMIN,09WMPC_U02,10,THERMAL LIMITS,SO INSTRUCTION
08/02/2026 12:35,CMIN,09WMPC_U02,10,THERMAL LIMITS,SO INSTRUCTION
08/02/2026 12:40,CMIN,09WMPC_U02,10,THERMAL LIMITS,SO INSTRUCTION
08/02/2026 12:45,CMIN,09WMPC_U02,10,THERMAL LIMITS,SO INSTRUCTION
08/02/2026 12:50,CMIN,09WMPC_U02,10,THERMAL LIMITS,SO INSTRUCTION
08/02/2026 12:55,CMIN,09WMPC_U02,10,THERMAL LIMITS,SO INSTRUCTION
08/02/2026 13:00,CMIN,09WMPC_U02,10,THERMAL LIMITS,SO INSTRUCTION
08/02/2026 13:05,CMIN,09WMPC_U02,10,THERMAL LIMITS,SO INSTRUCTION
08/02/2026 13:10,CMIN,09WMPC_U02,10,THERMAL LIMITS,SO INSTRUCTION
08/02/2026 13:15,CMIN,09WMPC_U02,10,THERMAL LIMITS,SO INSTRUCTION
08/02/2026 13:20,CMIN,09WMPC_U02,10,THERMAL LIMITS,SO INSTRUCTION
08/02/2026 13:25,CMIN,09WMPC_U02,10,THERMAL LIMITS,SO INSTRUCTION
08/02/2026 13:30,CMIN,09WMPC_U02,10,THERMAL LIMITS,SO INSTRUCTION
