TIME_INTERVAL,REGION,RESOURCE_NAME,SO_MW_INSTRUCTION,CATEGORY,MO_REMARKS
06/26/2026 12:45,CVIS,05CPPC_U03,6.2,REAL POWER BALANCING,SO INSTRUCTION
06/26/2026 12:50,CVIS,05CPPC_U03,6.2,REAL POWER BALANCING,SO INSTRUCTION
06/26/2026 12:55,CVIS,05CPPC_U03,6.2,REAL POWER BALANCING,SO INSTRUCTION
06/26/2026 13:00,CVIS,05CPPC_U03,6.2,REAL POWER BALANCING,SO INSTRUCTION
06/26/2026 13:05,CVIS,05CPPC_U03,6.2,REAL POWER BALANCING,SO INSTRUCTION
06/26/2026 13:10,CVIS,05CPPC_U03,0,REAL POWER BALANCING,SO INSTRUCTION
06/26/2026 12:45,CVIS,05CPPC_U04,6.2,REAL POWER BALANCING,SO INSTRUCTION
06/26/2026 12:50,CVIS,05CPPC_U04,6.2,REAL POWER BALANCING,SO INSTRUCTION
06/26/2026 12:55,CVIS,05CPPC_U04,6.2,REAL POWER BALANCING,SO INSTRUCTION
06/26/2026 13:00,CVIS,05CPPC_U04,6.2,REAL POWER BALANCING,SO INSTRUCTION
06/26/2026 13:05,CVIS,05CPPC_U04,6.2,REAL POWER BALANCING,SO INSTRUCTION
06/26/2026 13:10,CVIS,05CPPC_U04,0,REAL POWER BALANCING,SO INSTRUCTION
06/25/2026 12:30,CVIS,07BIDPP_G01,15,REAL POWER BALANCING,SO INSTRUCTION
06/25/2026 12:35,CVIS,07BIDPP_G01,15,REAL POWER BALANCING,SO INSTRUCTION
06/25/2026 12:40,CVIS,07BIDPP_G01,15,REAL POWER BALANCING,SO INSTRUCTION
06/27/2026 9:15,CMIN,09WMPC_U03,10,THERMAL LIMITS,SO INSTRUCTION
06/27/2026 9:20,CMIN,09WMPC_U03,10,THERMAL LIMITS,SO INSTRUCTION
06/27/2026 9:25,CMIN,09WMPC_U03,10,THERMAL LIMITS,SO INSTRUCTION
06/27/2026 9:30,CMIN,09WMPC_U03,10,THERMAL LIMITS,SO INSTRUCTION
06/27/2026 9:35,CMIN,09WMPC_U03,10,THERMAL LIMITS,SO INSTRUCTION
06/27/2026 9:40,CMIN,09WMPC_U03,10,THERMAL LIMITS,SO INSTRUCTION
06/27/2026 9:45,CMIN,09WMPC_U03,10,THERMAL LIMITS,SO INSTRUCTION
06/27/2026 9:50,CMIN,09WMPC_U03,10,THERMAL LIMITS,SO INSTRUCTION
06/27/2026 9:55,CMIN,09WMPC_U03,10,THERMAL LIMITS,SO INSTRUCTION
06/27/2026 10:00,CMIN,09WMPC_U03,10,THERMAL LIMITS,SO INSTRUCTION
06/27/2026 10:05,CMIN,09WMPC_U03,10,THERMAL LIMITS,SO INSTRUCTION
06/27/2026 10:10,CMIN,09WMPC_U03,10,THERMAL LIMITS,SO INSTRUCTION
06/27/2026 10:15,CMIN,09WMPC_U03,10,THERMAL LIMITS,SO INSTRUCTION
06/27/2026 10:20,CMIN,09WMPC_U03,10,THERMAL LIMITS,SO INSTRUCTION
06/27/2026 10:25,CMIN,09WMPC_U03,10,THERMAL LIMITS,SO INSTRUCTION
06/27/2026 10:30,CMIN,09WMPC_U03,10,THERMAL LIMITS,SO INSTRUCTION
06/27/2026 10:35,CMIN,09WMPC_U03,10,THERMAL LIMITS,SO INSTRUCTION
06/27/2026 10:40,CMIN,09WMPC_U03,10,THERMAL LIMITS,SO INSTRUCTION
