TIME_INTERVAL,REGION,RESOURCE_NAME,SO_MW_INSTRUCTION,CATEGORY,MO_REMARKS
05/28/2026 10:45,CVIS,08NABASDPP_U01,3,SYSTEM VOLTAGE,SO INSTRUCTION
05/28/2026 10:50,CVIS,08NABASDPP_U01,3,SYSTEM VOLTAGE,SO INSTRUCTION
05/28/2026 10:55,CVIS,08NABASDPP_U01,3,SYSTEM VOLTAGE,SO INSTRUCTION
05/28/2026 11:00,CVIS,08NABASDPP_U01,3,SYSTEM VOLTAGE,SO INSTRUCTION
05/28/2026 11:05,CVIS,08NABASDPP_U01,3,SYSTEM VOLTAGE,SO INSTRUCTION
05/28/2026 11:10,CVIS,08NABASDPP_U01,3,SYSTEM VOLTAGE,SO INSTRUCTION
05/28/2026 11:15,CVIS,08NABASDPP_U01,3,SYSTEM VOLTAGE,SO INSTRUCTION
05/28/2026 11:20,CVIS,08NABASDPP_U01,3,SYSTEM VOLTAGE,SO INSTRUCTION
05/28/2026 11:25,CVIS,08NABASDPP_U01,3,SYSTEM VOLTAGE,SO INSTRUCTION
05/28/2026 11:30,CVIS,08NABASDPP_U01,3,SYSTEM VOLTAGE,SO INSTRUCTION
05/28/2026 11:35,CVIS,08NABASDPP_U01,3,SYSTEM VOLTAGE,SO INSTRUCTION
05/28/2026 11:40,CVIS,08NABASDPP_U01,0,SYSTEM VOLTAGE,SO INSTRUCTION
05/28/2026 10:45,CVIS,08NABASDPP_U02,3.4,SYSTEM VOLTAGE,SO INSTRUCTION
05/28/2026 10:50,CVIS,08NABASDPP_U02,3.4,SYSTEM VOLTAGE,SO INSTRUCTION
05/28/2026 10:55,CVIS,08NABASDPP_U02,3.4,SYSTEM VOLTAGE,SO INSTRUCTION
05/28/2026 11:00,CVIS,08NABASDPP_U02,3.4,SYSTEM VOLTAGE,SO INSTRUCTION
05/28/2026 11:05,CVIS,08NABASDPP_U02,3.4,SYSTEM VOLTAGE,SO INSTRUCTION
05/28/2026 11:10,CVIS,08NABASDPP_U02,3.4,SYSTEM VOLTAGE,SO INSTRUCTION
05/28/2026 11:15,CVIS,08NABASDPP_U02,3.4,SYSTEM VOLTAGE,SO INSTRUCTION
05/28/2026 11:20,CVIS,08NABASDPP_U02,3.4,SYSTEM VOLTAGE,SO INSTRUCTION
05/28/2026 11:25,CVIS,08NABASDPP_U02,3.4,SYSTEM VOLTAGE,SO INSTRUCTION
05/28/2026 11:30,CVIS,08NABASDPP_U02,0,SYSTEM VOLTAGE,SO INSTRUCTION
05/26/2026 9:20,CVIS,08PDPP3_H,9,SYSTEM VOLTAGE,SO INSTRUCTION
05/26/2026 9:25,CVIS,08PDPP3_H,9,SYSTEM VOLTAGE,SO INSTRUCTION
05/26/2026 9:30,CVIS,08PDPP3_H,9,SYSTEM VOLTAGE,SO INSTRUCTION
05/26/2026 9:35,CVIS,08PDPP3_H,9,SYSTEM VOLTAGE,SO INSTRUCTION
05/26/2026 9:40,CVIS,08PDPP3_H,9,SYSTEM VOLTAGE,SO INSTRUCTION
05/28/2026 15:30,CLUZ,01BAUANG_GS1,10,THERMAL LIMITS,SO INSTRUCTION
05/28/2026 15:35,CLUZ,01BAUANG_GS1,10,THERMAL LIMITS,SO INSTRUCTION
05/28/2026 15:40,CLUZ,01BAUANG_GS1,10,THERMAL LIMITS,SO INSTRUCTION
05/28/2026 15:45,CLUZ,01BAUANG_GS1,10,THERMAL LIMITS,SO INSTRUCTION
05/28/2026 15:50,CLUZ,01BAUANG_GS1,11,THERMAL LIMITS,SO INSTRUCTION
05/28/2026 15:55,CLUZ,01BAUANG_GS1,-1.12,THERMAL LIMITS,CALCULATED RAMP DOWN LIMIT: BASED ON REALTIME DATA
05/31/2026 9:35,CMIN,12KEGTAN_G01,7.5,THERMAL LIMITS,SO INSTRUCTION
05/31/2026 9:40,CMIN,12KEGTAN_G01,7.5,THERMAL LIMITS,SO INSTRUCTION
05/31/2026 9:45,CMIN,12KEGTAN_G01,7.5,THERMAL LIMITS,SO INSTRUCTION
05/31/2026 9:50,CMIN,12KEGTAN_G01,7.5,THERMAL LIMITS,SO INSTRUCTION
