TIME_INTERVAL,REGION,RESOURCE_NAME,SO_MW_INSTRUCTION,CATEGORY,MO_REMARKS
06/01/2026 13:45,CVIS,04CLBYBNK_G01,10,SYSTEM VOLTAGE,SO INSTRUCTION
06/01/2026 13:50,CVIS,04CLBYBNK_G01,10,SYSTEM VOLTAGE,SO INSTRUCTION
06/01/2026 13:55,CVIS,04CLBYBNK_G01,10,SYSTEM VOLTAGE,SO INSTRUCTION
06/01/2026 14:00,CVIS,04CLBYBNK_G01,10,SYSTEM VOLTAGE,SO INSTRUCTION
06/01/2026 14:05,CVIS,04CLBYBNK_G01,10,SYSTEM VOLTAGE,SO INSTRUCTION
06/01/2026 14:10,CVIS,04CLBYBNK_G01,10,SYSTEM VOLTAGE,SO INSTRUCTION
06/01/2026 14:15,CVIS,04CLBYBNK_G01,10,SYSTEM VOLTAGE,SO INSTRUCTION
06/01/2026 14:20,CVIS,04CLBYBNK_G01,10.9,SYSTEM VOLTAGE,SO INSTRUCTION
06/01/2026 14:25,CVIS,04CLBYBNK_G01,10.72134209,SYSTEM VOLTAGE,CALCULATED RAMP DOWN LIMIT: BASED ON REALTIME DATA
06/03/2026 12:55,CVIS,05CARMENDPP_U01,10,THERMAL LIMITS,SO INSTRUCTION
06/03/2026 13:00,CVIS,05CARMENDPP_U01,10,THERMAL LIMITS,SO INSTRUCTION
06/03/2026 13:05,CVIS,05CARMENDPP_U01,10,THERMAL LIMITS,SO INSTRUCTION
06/03/2026 13:10,CVIS,05CARMENDPP_U01,10,THERMAL LIMITS,SO INSTRUCTION
06/03/2026 13:15,CVIS,05CARMENDPP_U01,10,THERMAL LIMITS,SO INSTRUCTION
06/03/2026 13:20,CVIS,05CARMENDPP_U01,10,THERMAL LIMITS,SO INSTRUCTION
06/03/2026 13:25,CVIS,05CARMENDPP_U01,10,THERMAL LIMITS,SO INSTRUCTION
06/03/2026 13:30,CVIS,05CARMENDPP_U01,10,THERMAL LIMITS,SO INSTRUCTION
06/03/2026 13:35,CVIS,05CARMENDPP_U01,10,THERMAL LIMITS,SO INSTRUCTION
06/03/2026 13:40,CVIS,05CARMENDPP_U01,10,THERMAL LIMITS,SO INSTRUCTION
06/03/2026 13:45,CVIS,05CARMENDPP_U01,10,THERMAL LIMITS,SO INSTRUCTION
06/03/2026 12:55,CVIS,05CARMENDPP_U02,10,THERMAL LIMITS,SO INSTRUCTION
06/03/2026 13:00,CVIS,05CARMENDPP_U02,10,THERMAL LIMITS,SO INSTRUCTION
06/03/2026 13:05,CVIS,05CARMENDPP_U02,10,THERMAL LIMITS,SO INSTRUCTION
06/03/2026 13:10,CVIS,05CARMENDPP_U02,10,THERMAL LIMITS,SO INSTRUCTION
