Luzon System Operations
Dispatch Instruction Report
10Aug2026-16Aug2026
UNIT,INSTRUCTION,INSTRUCTION_TIME,MW_FROM,MW_TO,CATEGORY,REMARKS
01AMBUK_U01,"RAISE LOAD",08/10/2026 6:58:00 AM,5,36,CONTINGENCY RESERVE,"Due to high actual system demand.(RTD: 7707MW; ACT: 7738MW)"
01AMBUK_U01,"FOLLOW RTD",08/10/2026 7:21:00 AM,32,5,RTD,"Re-armed CR."
01AMBUK_U01,"RAISE LOAD",08/10/2026 8:32:00 AM,5,36,CONTINGENCY RESERVE,"Due to Solar variance (RTD: 669MW ; ACT: 485MW)"
01AMBUK_U01,"FOLLOW RTD",08/10/2026 8:40:00 AM,36,5,RTD,"Re-armed CR."
01AMBUK_U01,"RAISE LOAD",08/11/2026 10:39:00 AM,5,37,CONTINGENCY RESERVE,"UTILIZED DUE TO VRE SOLAR (2316:1977MW) VARIANCE"
01AMBUK_U01,"FOLLOW RTD",08/11/2026 10:51:00 AM,32,5,CONTINGENCY RESERVE,"RE-ARMED"
01AMBUK_U01,"RAISE LOAD",08/13/2026 12:16:00 PM,5,37,CONTINGENCY RESERVE,"UTILIZED DUE TO VRE SOLAR (1573:1077MW) VARIANCE"
01AMBUK_U01,"FOLLOW RTD",08/13/2026 1:11:00 PM,35,35,RTD,"END OF RMS"
01AMBUK_U01,"RAISE LOAD",08/14/2026 9:34:00 AM,5,37,CONTINGENCY RESERVE,"Utilize CR due to solar variance RTD/ACTUAL:1421/919MW"
01AMBUK_U01,"FOLLOW RTD",08/14/2026 9:40:00 AM,29,11,RTD,"Re-arm CR."
01AMBUK_U01,"LOWER LOAD",08/15/2026 10:28:00 AM,37,5,MOT LOWER,"Due to solar variance (RTD=1558/ACT=2015)"
01AMBUK_U01,"FOLLOW RTD",08/15/2026 10:48:00 AM,5,37,RTD,"From MOT Lower. Follow 5-min RTD."
01AMBUK_U01,"RAISE LOAD",08/15/2026 11:58:00 AM,5,37,CONTINGENCY RESERVE,"Due to solar variance (RTD=1828/ACT=1557)"
