Mindanao System Operations
Dispatch Instruction Report
11Apr2026-11Apr2026
UNIT,INSTRUCTION,INSTRUCTION_TIME,MW_FROM,MW_TO,CATEGORY,REMARKS
10AGUS1_U01,"RAISE LOAD",04/11/2026 12:38:00 AM,22.1,25,MARKET INTERVENTION/SUSPENSION,"Raised Load due to High actual system demand at frequency=59.89Hz.  | ON DUTY: Rodinas"
10AGUS1_U01,"RAISE LOAD",04/11/2026 8:23:00 AM,25,30,MARKET INTERVENTION/SUSPENSION,"Raised Load to 30MW  | ON DUTY: Rudinas"
10AGUS1_U02,"RAISE LOAD",04/11/2026 12:38:00 AM,22.1,25,MARKET INTERVENTION/SUSPENSION,"Raised Load due to High actual system demand at frequency=59.89Hz.  | ON DUTY: Rodinas"
10AGUS1_U02,"RAISE LOAD",04/11/2026 8:23:00 AM,25,30,MARKET INTERVENTION/SUSPENSION,"Raised Load to 30MW  | ON DUTY: Rudinas"
10AGUS2_U01,"RAISE LOAD",04/11/2026 12:38:00 AM,17.2,20,MARKET INTERVENTION/SUSPENSION,"Raised Load due to High actual system demand at frequency=59.89Hz.  | ON DUTY: Rodinas"
10AGUS2_U01,"RAISE LOAD",04/11/2026 8:23:00 AM,20,30,MARKET INTERVENTION/SUSPENSION,"Raised Load to 30MW  | ON DUTY: Rudinas"
10AGUS2_U02,"RAISE LOAD",04/11/2026 12:38:00 AM,47.2,50,MARKET INTERVENTION/SUSPENSION,"Raised Load due to High actual system demand at frequency=59.89Hz.  | ON DUTY: Rodinas"
10AGUS2_U02,"RAISE LOAD",04/11/2026 12:47:00 AM,15.2,19,MARKET INTERVENTION/SUSPENSION,"Raised Load due to High actual system demand at frequency=59.89Hz.  | ON DUTY: Rodinas"
10AGUS2_U03,"RAISE LOAD",04/11/2026 12:38:00 AM,17.2,20,MARKET INTERVENTION/SUSPENSION,"Raised Load due to High actual system demand at frequency=59.89Hz.  | ON DUTY: Rodinas"
10AGUS2_U03,"RAISE LOAD",04/11/2026 6:40:00 PM,20,50,MARKET INTERVENTION/SUSPENSION,"Raised Load to 50MW  | ON DUTY: Alfeche"
10AGUS2_U03,"LOWER LOAD",04/11/2026 8:31:00 PM,50,35,MARKET INTERVENTION/SUSPENSION,"Lower Load to 35MW  | ON DUTY: Alfeche"
10AGUS4_U02,"RAISE LOAD",04/11/2026 12:08:00 AM,51.7,52.7,MARKET INTERVENTION/SUSPENSION,"Raised Load due to High actual system demand at frequency=59.89Hz.  | ON DUTY: Rodinas"
10AGUS4_U03,"RAISE LOAD",04/11/2026 12:08:00 AM,51.7,52.7,MARKET INTERVENTION/SUSPENSION,"Raised Load due to High actual system demand at frequency=59.89Hz.  | ON DUTY: Rodinas"
10AGUS6_U02,"RAISE LOAD",04/11/2026 12:08:00 AM,34.5,34.5,MARKET INTERVENTION/SUSPENSION,"Raised Load due to High actual system demand at frequency=59.89Hz.  | ON DUTY: Rodinas"
10AGUS6_U03,"RAISE LOAD",04/11/2026 12:08:00 AM,48.8,50,MARKET INTERVENTION/SUSPENSION,"Raised Load due to High actual system demand at frequency=59.89Hz.  | ON DUTY: Rodinas"
10AGUS6_U04,"RAISE LOAD",04/11/2026 12:08:00 AM,27.8,32,MARKET INTERVENTION/SUSPENSION,"Raised Load due to High actual system demand at frequency=59.89Hz.  | ON DUTY: Rodinas"
10AGUS6_U05,"RAISE LOAD",04/11/2026 12:08:00 AM,39.6,43.8,MARKET INTERVENTION/SUSPENSION,"Raised Load due to High actual system demand at frequency=59.89Hz.  | ON DUTY: Rodinas"
10GNPK_U01,"FOLLOW RTD",04/11/2026 12:17:00 AM,62,75,MARKET INTERVENTION/SUSPENSION,"From Lower Load to Follow RTD| ON DUTY: Gerenia"
10GNPK_U01,"RAISE LOAD",04/11/2026 8:14:00 AM,75,90,MARKET INTERVENTION/SUSPENSION,"Raised Load due to High actual system demand at frequency=59.77Hz from MO forecast variation of RTD=1944 vs ACTUAL=1954  | ON DUTY: Alonzo"
10GNPK_U01,"FOLLOW RTD",04/11/2026 11:40:00 AM,90,75,MARKET INTERVENTION/SUSPENSION,"From Raise Load to Follow RTD| ON DUTY: Alonzo"
10GNPK_U01,"FOLLOW RTD",04/11/2026 1:52:00 PM,85,75,MARKET INTERVENTION/SUSPENSION,"From Raise Load to Follow RTD| ON DUTY: Alonzo"
10GNPK_U01,"RAISE LOAD",04/11/2026 2:54:00 PM,75,85,MARKET INTERVENTION/SUSPENSION,"Raised Load due to High actual system demand at frequency=59.80Hz from HVDC variation of RTD=-28 vs ACTUAL=-102  | ON DUTY: Alonzo"
10GNPK_U01,"FOLLOW RTD",04/11/2026 3:11:00 PM,85,90,MARKET INTERVENTION/SUSPENSION,"From Raise Load to Follow RTD| ON DUTY: Alonzo"
10GNPK_U01,"RAISE LOAD",04/11/2026 9:16:00 PM,114,120,MARKET INTERVENTION/SUSPENSION,"Raised Load due to High actual system demand at frequency=59.79Hz from MO forecast variation of RTD=2232 vs ACTUAL=2265  | ON DUTY: Goc-Ong"
10GNPK_U01,"FOLLOW RTD",04/11/2026 10:40:00 PM,120,107,MARKET INTERVENTION/SUSPENSION,"From Raise Load to Follow RTD| ON DUTY: Goc-Ong"
10GNPK_U01,"LOWER LOAD",04/11/2026 10:52:00 PM,103,90,MARKET INTERVENTION/SUSPENSION,"Lower Load due to Low actual system demand at frequency=60.30Hz.  | ON DUTY: Goc-Ong"
10GNPK_U01,"FOLLOW RTD",04/11/2026 11:35:00 PM,90,82,MARKET INTERVENTION/SUSPENSION,"From Lower Load to Follow RTD| ON DUTY: Goc-Ong"
10GNPK_U02,"FOLLOW RTD",04/11/2026 12:17:00 AM,62,75,MARKET INTERVENTION/SUSPENSION,"From Lower Load to Follow RTD| ON DUTY: Gerenia"
10GNPK_U02,"RAISE LOAD",04/11/2026 8:14:00 AM,75,90,MARKET INTERVENTION/SUSPENSION,"Raised Load due to High actual system demand at frequency=59.77Hz from MO forecast variation of RTD=1944 vs ACTUAL=1954  | ON DUTY: Alonzo"
10GNPK_U02,"FOLLOW RTD",04/11/2026 11:03:00 AM,90,75,MARKET INTERVENTION/SUSPENSION,"From Raise Load to Follow RTD| ON DUTY: Alonzo"
10GNPK_U02,"FOLLOW RTD",04/11/2026 1:52:00 PM,85,75,MARKET INTERVENTION/SUSPENSION,"From Raise Load to Follow RTD| ON DUTY: Alonzo"
10GNPK_U02,"RAISE LOAD",04/11/2026 2:54:00 PM,75,85,MARKET INTERVENTION/SUSPENSION,"Raised Load due to High actual system demand at frequency=59.80Hz from HVDC variation of RTD=-28 vs ACTUAL=-102  | ON DUTY: Alonzo"
10GNPK_U02,"FOLLOW RTD",04/11/2026 3:11:00 PM,85,90,MARKET INTERVENTION/SUSPENSION,"From Raise Load to Follow RTD| ON DUTY: Alonzo"
10GNPK_U02,"RAISE LOAD",04/11/2026 9:16:00 PM,114,120,MARKET INTERVENTION/SUSPENSION,"Raised Load due to High actual system demand at frequency=59.79Hz from MO forecast variation of RTD=2232 vs ACTUAL=2265  | ON DUTY: Goc-Ong"
10GNPK_U02,"FOLLOW RTD",04/11/2026 10:05:00 PM,120,108,MARKET INTERVENTION/SUSPENSION,"From Raise Load to Follow RTD| ON DUTY: Goc-Ong"
10GNPK_U02,"LOWER LOAD",04/11/2026 10:52:00 PM,99,90,MARKET INTERVENTION/SUSPENSION,"Lower Load due to Low actual system demand at frequency=60.30Hz.  | ON DUTY: Goc-Ong"
10GNPK_U02,"FOLLOW RTD",04/11/2026 11:35:00 PM,90,82,MARKET INTERVENTION/SUSPENSION,"From Lower Load to Follow RTD| ON DUTY: Goc-Ong"
10GNPK_U03,"FOLLOW RTD",04/11/2026 12:17:00 AM,59,75,MARKET INTERVENTION/SUSPENSION,"From Lower Load to Follow RTD| ON DUTY: Gerenia"
10GNPK_U03,"RAISE LOAD",04/11/2026 8:14:00 AM,74,90,MARKET INTERVENTION/SUSPENSION,"Raised Load due to High actual system demand at frequency=59.77Hz from MO forecast variation of RTD=1944 vs ACTUAL=1954  | ON DUTY: Alonzo"
10GNPK_U03,"FOLLOW RTD",04/11/2026 9:05:00 AM,90,76,MARKET INTERVENTION/SUSPENSION,"From Raise Load to Follow RTD| ON DUTY: Alonzo"
10GNPK_U03,"FOLLOW RTD",04/11/2026 1:38:00 PM,85,75,MARKET INTERVENTION/SUSPENSION,"From Raise Load to Follow RTD| ON DUTY: Alonzo"
10GNPK_U03,"RAISE LOAD",04/11/2026 2:54:00 PM,75,85,MARKET INTERVENTION/SUSPENSION,"Raised Load due to High actual system demand at frequency=59.80Hz from HVDC variation of RTD=-28 vs ACTUAL=-102  | ON DUTY: Alonzo"
10GNPK_U03,"FOLLOW RTD",04/11/2026 3:11:00 PM,85,90,MARKET INTERVENTION/SUSPENSION,"From Raise Load to Follow RTD| ON DUTY: Alonzo"
10GNPK_U03,"RAISE LOAD",04/11/2026 9:16:00 PM,114,120,MARKET INTERVENTION/SUSPENSION,"Raised Load due to High actual system demand at frequency=59.79Hz from MO forecast variation of RTD=2232 vs ACTUAL=2265  | ON DUTY: Goc-Ong"
10GNPK_U03,"FOLLOW RTD",04/11/2026 10:05:00 PM,120,108,MARKET INTERVENTION/SUSPENSION,"From Raise Load to Follow RTD| ON DUTY: Goc-Ong"
10GNPK_U03,"LOWER LOAD",04/11/2026 10:52:00 PM,99,90,MARKET INTERVENTION/SUSPENSION,"Lower Load due to Low actual system demand at frequency=60.30Hz.  | ON DUTY: Goc-Ong"
10GNPK_U03,"FOLLOW RTD",04/11/2026 11:35:00 PM,90,82,MARKET INTERVENTION/SUSPENSION,"From Lower Load to Follow RTD| ON DUTY: Goc-Ong"
10GNPK_U04,"FOLLOW RTD",04/11/2026 1:47:00 AM,59,59.1,MARKET INTERVENTION/SUSPENSION,"From Lower Load to Follow RTD| ON DUTY: Gerenia"
10GNPK_U04,"RAISE LOAD",04/11/2026 8:14:00 AM,74,90,MARKET INTERVENTION/SUSPENSION,"Raised Load due to High actual system demand at frequency=59.77Hz from MO forecast variation of RTD=1944 vs ACTUAL=1954  | ON DUTY: Alonzo"
10GNPK_U04,"FOLLOW RTD",04/11/2026 9:05:00 AM,90,76,MARKET INTERVENTION/SUSPENSION,"From Raise Load to Follow RTD| ON DUTY: Alonzo"
10GNPK_U04,"FOLLOW RTD",04/11/2026 1:38:00 PM,85,75,MARKET INTERVENTION/SUSPENSION,"From Raise Load to Follow RTD| ON DUTY: Alonzo"
